seed, starting_position, habit_result, habit_len, habit_reward, prey_trajectory, predator_trajectory
1,(4;11),0,5,-100,0;7/0;6/0;5/0;4/0;3/0;2,-3;-4/-3;-3/-3;-2/-3;0/-2;1/-1;2
1,(11;4),0,8,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1,4;3/4;4/4;5/4;4/3;4/2;4/1;3/0;2/0;1
1,(0;0),0,12,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5,-7;7/-6;7/-5;7/-4;7/-3;7/-3;6/-2;5/-2;4/-2;2/-1;1/-1;-1/-1;-2/0;-3
1,(10;14),0,8,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1,3;-7/3;-6/3;-7/3;-6/3;-4/3;-5/3;-3/3;-2/1;-2
1,(0;8),0,13,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6,-7;-1/-7;0/-6;0/-4;0/-3;0/-2;1/-3;1/-2;1/-2;0/-3;0/-1;0/-1;-2/-1;-3/0;-4
2,(11;4),1,14,100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6/0;-7,4;3/4;2/3;2/4;2/3;2/4;2/2;2/1;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5
2,(0;0),1,14,100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6/0;-7,-7;7/-5;7/-3;7/-2;7/-2;6/-1;5/-1;4/-1;3/-2;3/-2;1/-2;0/-1;0/-1;-2/-1;-3/-1;-5
2,(4;11),0,9,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2,-3;-4/-3;-2/-3;0/-3;2/-2;2/-3;2/-1;2/0;2/0;1/0;0
2,(10;14),0,6,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1,3;-7/3;-5/3;-3/2;-3/2;-2/2;0/1;1
3,(11;4),0,8,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1,4;3/4;2/3;3/1;3/0;3/0;2/0;1/0;0/-1;0
2,(0;8),1,14,100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6/0;-7,-7;-1/-6;0/-5;0/-4;0/-3;1/-3;0/-2;0/0;0/0;-1/-1;-1/-2;-1/-1;-2/0;-3/0;-4/1;-4
3,(4;11),0,5,-100,0;7/0;6/0;5/0;4/0;3/0;2,-3;-4/-3;-2/-3;-1/-3;1/-2;1/-1;2
4,(11;4),0,4,-100,0;7/0;6/0;5/0;4/0;3,4;3/5;3/5;2/3;2/1;2
3,(0;0),1,14,100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6/0;-7,-7;7/-5;7/-5;6/-3;6/-1;6/0;6/0;4/-1;4/-1;3/-1;1/0;1/0;2/0;1/0;2/0;0
3,(10;14),0,8,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1,3;-7/3;-5/3;-4/3;-3/3;-2/3;-1/4;-1/2;-1/1;-1
3,(0;8),0,6,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1,-7;-1/-6;0/-6;1/-5;1/-4;1/-3;1/-2;1
4,(4;11),1,14,100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6/0;-7,-3;-4/-3;-3/-3;-4/-3;-2/-3;-1/-2;0/-1;0/-2;0/-2;1/-1;0/-1;1/-1;-1/-1;-3/-1;-4/0;-5
4,(0;0),0,11,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4,-7;7/-7;6/-6;6/-4;6/-3;6/-2;5/-1;4/-1;2/-1;1/-1;0/-1;-1/0;-2
5,(11;4),0,13,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6,4;3/4;4/4;5/4;6/3;6/2;6/2;5/2;3/1;2/1;1/1;0/1;-2/1;-3/0;-4
4,(10;14),0,7,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0,3;-7/3;-6/4;-6/4;-4/4;-3/4;-1/3;-1/1;-1
4,(0;8),0,14,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6/0;-7,-7;-1/-7;0/-6;0/-5;0/-4;0/-4;1/-3;1/-4;1/-2;1/-1;1/-1;-1/-1;-2/-1;-3/0;-4/0;-5
5,(4;11),0,5,-100,0;7/0;6/0;5/0;4/0;3/0;2,-3;-4/-3;-2/-3;-1/-3;1/-2;2/-1;2
