seed, starting_position, habit_result, habit_len, habit_reward, trajectory
1,(1;1),1,16,100,0;7/0;6/1;6/1;5/1;4/1;3/1;2/1;1/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
1,(12;7),0,10,-100,0;7/0;6/1;6/1;5/1;4/1;3/1;2/1;1/0;1/0;0
1,(14;10),1,16,100,0;7/0;6/1;6/1;5/1;4/1;3/1;2/1;1/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
1,(13;9),0,12,-100,0;7/0;6/1;6/1;5/1;4/1;3/1;2/1;1/0;1/0;0/0;-1/0;-2
1,(0;0),1,16,100,0;7/0;6/1;6/1;5/1;4/1;3/1;2/1;1/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
2,(1;1),1,16,100,0;7/0;6/1;6/1;5/1;4/1;3/1;2/1;1/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
2,(0;0),0,13,-100,0;7/0;6/1;6/1;5/1;4/1;3/1;2/1;1/0;1/0;0/0;-1/0;-2/0;-3
2,(12;7),1,16,100,0;7/0;6/1;6/1;5/1;4/1;3/1;2/1;1/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
3,(1;1),0,6,-100,0;7/0;6/1;6/1;5/1;4/1;3
2,(14;10),0,15,-100,0;7/0;6/1;6/1;5/1;4/1;3/1;2/1;1/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5
2,(13;9),0,15,-100,0;7/0;6/1;6/1;5/1;4/1;3/1;2/1;1/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5
4,(1;1),0,3,-100,0;7/0;6/1;6
3,(0;0),1,16,100,0;7/0;6/1;6/1;5/1;4/1;3/1;2/1;1/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
3,(12;7),1,16,100,0;7/0;6/1;6/1;5/1;4/1;3/1;2/1;1/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
3,(13;9),1,16,100,0;7/0;6/1;6/1;5/1;4/1;3/1;2/1;1/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
3,(14;10),1,16,100,0;7/0;6/1;6/1;5/1;4/1;3/1;2/1;1/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
